Time,Strike,Term,Instrument Type,Strategy,Type,Qty,CC,Product,Description,Price,Watch,RFQ,Add Deal,Undrl. Bid,Undrl. Offer,Impl. Vol,Î”,Category,
13:08:09,4.750,Nov21,Option,Put,Block,200,LN,Henry Hub Eu Fin Option,Nov21 4.750 Put,0.1290,,,,,,,,Natural Gas,
13:08:09,4.500,Nov21,Option,Put,Block,200,LN,Henry Hub Eu Fin Option,Nov21 4.500 Put,0.0720,,,,,,,,Natural Gas,
13:08:09,4.250,Nov21,Option,Put,Block,200,LN,Henry Hub Eu Fin Option,Nov21 4.250 Put,0.0380,,,,,,,,Natural Gas,
13:08:09,4.000,Nov21,Option,Put,Block,200,LN,Henry Hub Eu Fin Option,Nov21 4.000 Put,0.0180,,,,,,,,Natural Gas,
13:03:00,2.750,Jan24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Jan24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Feb24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Feb24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Mar24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Mar24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Apr24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Apr24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,May24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,May24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Jun24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Jun24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Jul24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Jul24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Aug24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Aug24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Sep24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Sep24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Oct24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Oct24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Nov24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Nov24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Dec24,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Dec24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,4.000,Jan24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Jan24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Feb24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Feb24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Mar24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Mar24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Apr24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Apr24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,May24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,May24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Jun24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Jun24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Jul24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Jul24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Aug24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Aug24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Sep24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Sep24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Oct24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Oct24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Nov24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Nov24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Dec24,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Dec24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,,Jan24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Jan24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Feb24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Feb24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Mar24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Mar24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Apr24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Apr24,3.2300,,,,,,,,Natural Gas,
13:03:00,,May24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,May24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Jun24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Jun24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Jul24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Jul24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Aug24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Aug24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Sep24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Sep24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Oct24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Oct24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Nov24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Nov24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Dec24,Future,,Block,66,HP,Henry Hub Look-Alike Fin Future,Dec24,3.2300,,,,,,,,Natural Gas,
13:03:00,2.750,Jan24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Jan24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Feb24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Feb24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Mar24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Mar24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Apr24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Apr24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,May24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,May24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Jun24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Jun24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Jul24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Jul24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Aug24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Aug24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Sep24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Sep24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Oct24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Oct24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Nov24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Nov24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Dec24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Dec24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,4.000,Jan24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jan24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Feb24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Feb24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Mar24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Mar24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Apr24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Apr24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,May24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,May24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Jun24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jun24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Jul24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jul24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Aug24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Aug24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Sep24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Sep24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Oct24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Oct24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Nov24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Nov24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Dec24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Dec24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,,Jan24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Jan24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Feb24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Feb24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Mar24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Mar24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Apr24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Apr24,3.2300,,,,,,,,Natural Gas,
13:03:00,,May24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,May24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Jun24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Jun24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Jul24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Jul24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Aug24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Aug24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Sep24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Sep24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Oct24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Oct24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Nov24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Nov24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Dec24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Dec24,3.2300,,,,,,,,Natural Gas,
13:04:30,,Jan22,Future,,Block,400,HH,Henry Hub Fin Future,Jan22,5.962,,,,,,,,Natural Gas,
13:03:00,2.750,Jan24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Jan24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Feb24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Feb24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Mar24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Mar24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Apr24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Apr24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,May24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,May24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Jun24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Jun24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Jul24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Jul24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Aug24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Aug24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Sep24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Sep24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Oct24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Oct24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Nov24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Nov24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,2.750,Dec24,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Dec24 2.750 Put,0.2400,,,,,,,,Natural Gas,
13:03:00,4.000,Jan24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jan24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Feb24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Feb24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Mar24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Mar24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Apr24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Apr24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,May24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,May24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Jun24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jun24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Jul24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jul24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Aug24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Aug24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Sep24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Sep24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Oct24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Oct24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Nov24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Nov24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,4.000,Dec24,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Dec24 4.000 Call,0.3200,,,,,,,,Natural Gas,
13:03:00,,Jan24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Jan24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Feb24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Feb24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Mar24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Mar24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Apr24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Apr24,3.2300,,,,,,,,Natural Gas,
13:03:00,,May24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,May24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Jun24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Jun24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Jul24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Jul24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Aug24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Aug24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Sep24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Sep24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Oct24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Oct24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Nov24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Nov24,3.2300,,,,,,,,Natural Gas,
13:03:00,,Dec24,Future,,Block,33,HP,Henry Hub Look-Alike Fin Future,Dec24,3.2300,,,,,,,,Natural Gas,
12:54:55,,Mar22,Future,,Block,300,HH,Henry Hub Fin Future,Mar22,5.480,,,,,,,,Natural Gas,
12:54:55,,Mar22,Future,,Block,250,HH,Henry Hub Fin Future,Mar22,5.480,,,,,,,,Natural Gas,
12:54:55,,Mar22,Future,,Block,250,HH,Henry Hub Fin Future,Mar22,5.480,,,,,,,,Natural Gas,
12:51:19,4.000,Mar22,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Mar22 4.000 Put,0.4500,,,,,,,,Natural Gas,
12:51:19,3.000,Mar22,Option,Put,Block,200,LN,Henry Hub Eu Fin Option,Mar22 3.000 Put,0.0825,,,,,,,,Natural Gas,
12:51:19,4.000,Mar22,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Mar22 4.000 Put,0.4500,,,,,,,,Natural Gas,
12:51:19,3.000,Mar22,Option,Put,Block,200,LN,Henry Hub Eu Fin Option,Mar22 3.000 Put,0.0825,,,,,,,,Natural Gas,
12:51:19,4.000,Mar22,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Mar22 4.000 Put,0.4500,,,,,,,,Natural Gas,
12:51:19,3.000,Mar22,Option,Put,Block,200,LN,Henry Hub Eu Fin Option,Mar22 3.000 Put,0.0825,,,,,,,,Natural Gas,
12:54:55,,Mar22,Future,,Block,200,HH,Henry Hub Fin Future,Mar22,5.480,,,,,,,,Natural Gas,
12:47:55,5.750,Jan22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jan22 5.750 Call,1.4300,,,,,,,,Natural Gas,
12:47:55,5.750,Feb22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Feb22 5.750 Call,1.4300,,,,,,,,Natural Gas,
12:47:55,5.750,Mar22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Mar22 5.750 Call,1.4300,,,,,,,,Natural Gas,
12:47:55,,Jan22,Future,,Block,102,NP,Henry Hub Pen Fin Future,Jan22,5.770,,,,,,,,Natural Gas,
12:47:55,,Feb22,Future,,Block,102,NP,Henry Hub Pen Fin Future,Feb22,5.770,,,,,,,,Natural Gas,
12:47:55,,Mar22,Future,,Block,102,NP,Henry Hub Pen Fin Future,Mar22,5.770,,,,,,,,Natural Gas,
12:47:55,5.750,Jan22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jan22 5.750 Call,1.4300,,,,,,,,Natural Gas,
12:47:55,5.750,Feb22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Feb22 5.750 Call,1.4300,,,,,,,,Natural Gas,
12:47:55,5.750,Mar22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Mar22 5.750 Call,1.4300,,,,,,,,Natural Gas,
12:47:55,,Jan22,Future,,Block,102,NP,Henry Hub Pen Fin Future,Jan22,5.770,,,,,,,,Natural Gas,
12:47:55,,Feb22,Future,,Block,102,NP,Henry Hub Pen Fin Future,Feb22,5.770,,,,,,,,Natural Gas,
12:47:55,,Mar22,Future,,Block,102,NP,Henry Hub Pen Fin Future,Mar22,5.770,,,,,,,,Natural Gas,
12:55:55,8.000,Dec21,Option,Call,Block,300,LN,Henry Hub Eu Fin Option,Dec21 8.000 Call,0.5850,,,,,,,,Natural Gas,
12:55:55,9.000,Dec21,Option,Call,Block,300,LN,Henry Hub Eu Fin Option,Dec21 9.000 Call,0.4500,,,,,,,,Natural Gas,
12:55:55,,Dec21,Future,,Block,21,HP,Henry Hub Look-Alike Fin Future,Dec21,5.8900,,,,,,,,Natural Gas,
12:46:00,5.000,Dec21,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Dec21 5.000 Put,0.4875,,,,,,,,Natural Gas,
12:46:00,7.000,Dec21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Dec21 7.000 Call,0.7400,,,,,,,,Natural Gas,
12:46:00,,Dec21,Future,,Block,76,HP,Henry Hub Look-Alike Fin Future,Dec21,5.8800,,,,,,,,Natural Gas,
12:46:00,5.000,Dec21,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Dec21 5.000 Put,0.4875,,,,,,,,Natural Gas,
12:46:00,7.000,Dec21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Dec21 7.000 Call,0.7400,,,,,,,,Natural Gas,
12:46:00,,Dec21,Future,,Block,76,HP,Henry Hub Look-Alike Fin Future,Dec21,5.8800,,,,,,,,Natural Gas,
12:44:29,4.000,Mar22,Option,Put,Block,150,LN,Henry Hub Eu Fin Option,Mar22 4.000 Put,0.4400,,,,,,,,Natural Gas,
12:44:29,3.500,Mar22,Option,Put,Block,300,LN,Henry Hub Eu Fin Option,Mar22 3.500 Put,0.2075,,,,,,,,Natural Gas,
12:50:22,4.000,Feb22,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Feb22 4.000 Put,0.2950,,,,,,,,Natural Gas,
12:50:22,,Feb22,Future,,Block,15,HP,Henry Hub Look-Alike Fin Future,Feb22,5.8000,,,,,,,,Natural Gas,
12:41:51,10.000,Jan22,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Jan22 10.000 Call,0.6025,,,,,,,,Natural Gas,
12:41:51,,Jan22,Future,,Block,30,HP,Henry Hub Look-Alike Fin Future,Jan22,5.9500,,,,,,,,Natural Gas,
12:48:00,,Jan22,Future,,Block,289,HH,Henry Hub Fin Future,Jan22,6.074,,,,,,,,Natural Gas,
12:43:58,,Nov21,Future,,Block,300,NG,Henry Hub Future,Nov21,5.750,,,,,,,,Natural Gas,
12:43:58,,Dec21,Future,,Block,300,NG,Henry Hub Future,Dec21,5.880,,,,,,,,Natural Gas,
12:44:17,9.000,Mar22,Option,Call,Block,200,LN,Henry Hub Eu Fin Option,Mar22 9.000 Call,0.9050,,,,,,,,Natural Gas,
12:44:17,,Mar22,Future,,Block,84,HP,Henry Hub Look-Alike Fin Future,Mar22,5.5000,,,,,,,,Natural Gas,
12:42:00,8.000,Mar22,Option,Call,Block,400,LN,Henry Hub Eu Fin Option,Mar22 8.000 Call,0.9900,,,,,,,,Natural Gas,
12:42:00,10.000,Mar22,Option,Call,Block,400,LN,Henry Hub Eu Fin Option,Mar22 10.000 Call,0.7730,,,,,,,,Natural Gas,
12:42:00,,Mar22,Future,,Block,32,HP,Henry Hub Look-Alike Fin Future,Mar22,5.4400,,,,,,,,Natural Gas,
