Time,Strike,Term,Instrument Type,Strategy,Type,Qty,CC,Product,Description,Price,Watch,RFQ,Add Deal,Undrl. Bid,Undrl. Offer,Impl. Vol,Î”,Category,
12:40:00,6.750,Nov21,Option,Call,Block,300,LN,Henry Hub Eu Fin Option,Nov21 6.750 Call,0.2800,,,,,,,,Natural Gas,
12:40:00,7.000,Nov21,Option,Call,Block,300,LN,Henry Hub Eu Fin Option,Nov21 7.000 Call,0.2380,,,,,,,,Natural Gas,
12:40:00,,Nov21,Future,,Block,12,HP,Henry Hub Look-Alike Fin Future,Nov21,5.7500,,,,,,,,Natural Gas,
12:38:51,5.000,Dec21,Option,Put,Block,250,LN,Henry Hub Eu Fin Option,Dec21 5.000 Put,0.4900,,,,,,,,Natural Gas,
12:38:51,,Dec21,Future,,Block,65,HP,Henry Hub Look-Alike Fin Future,Dec21,5.8700,,,,,,,,Natural Gas,
12:35:09,5.000,Dec21,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Dec21 5.000 Put,0.4900,,,,,,,,Natural Gas,
12:35:09,,Dec21,Future,,Block,26,HP,Henry Hub Look-Alike Fin Future,Dec21,5.8700,,,,,,,,Natural Gas,
12:35:09,5.000,Dec21,Option,Put,Block,150,LN,Henry Hub Eu Fin Option,Dec21 5.000 Put,0.4900,,,,,,,,Natural Gas,
12:35:09,,Dec21,Future,,Block,39,HP,Henry Hub Look-Alike Fin Future,Dec21,5.8700,,,,,,,,Natural Gas,
12:34:56,,Nov21,Future,,Block,200,NG,Henry Hub Future,Nov21,5.750,,,,,,,,Natural Gas,
12:34:56,,Dec21,Future,,Block,200,NG,Henry Hub Future,Dec21,5.880,,,,,,,,Natural Gas,
12:29:00,6.000,Nov21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Nov21 6.000 Call,0.4250,,,,,,,,Natural Gas,
12:29:00,6.500,Nov21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Nov21 6.500 Call,0.2950,,,,,,,,Natural Gas,
12:29:00,,Nov21,Future,,Block,12,HP,Henry Hub Look-Alike Fin Future,Nov21,5.6800,,,,,,,,Natural Gas,
12:29:00,6.000,Nov21,Option,Call,Block,400,LN,Henry Hub Eu Fin Option,Nov21 6.000 Call,0.4250,,,,,,,,Natural Gas,
12:29:00,6.500,Nov21,Option,Call,Block,400,LN,Henry Hub Eu Fin Option,Nov21 6.500 Call,0.2950,,,,,,,,Natural Gas,
12:29:00,,Nov21,Future,,Block,48,HP,Henry Hub Look-Alike Fin Future,Nov21,5.6800,,,,,,,,Natural Gas,
12:31:54,,Nov21,Future,,Block,150,HH,Henry Hub Fin Future,Nov21,5.741,,,,,,,,Natural Gas,
12:21:33,5.000,Nov21,Option,Put,Block,200,LN,Henry Hub Eu Fin Option,Nov21 5.000 Put,0.2000,,,,,,,,Natural Gas,
12:21:33,5.000,Dec21,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Dec21 5.000 Put,0.5000,,,,,,,,Natural Gas,
12:21:33,,Nov21,Future,,Block,60,HP,Henry Hub Look-Alike Fin Future,Nov21,5.6800,,,,,,,,Natural Gas,
12:21:33,,Dec21,Future,,Block,40,HP,Henry Hub Look-Alike Fin Future,Dec21,5.8200,,,,,,,,Natural Gas,
12:21:32,5.000,Nov21,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Nov21 5.000 Put,0.2000,,,,,,,,Natural Gas,
12:21:32,5.000,Dec21,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Dec21 5.000 Put,0.5000,,,,,,,,Natural Gas,
12:21:32,,Nov21,Future,,Block,30,HP,Henry Hub Look-Alike Fin Future,Nov21,5.6800,,,,,,,,Natural Gas,
12:21:32,,Dec21,Future,,Block,20,HP,Henry Hub Look-Alike Fin Future,Dec21,5.8200,,,,,,,,Natural Gas,
12:28:09,,Jan23,Future,,Block,25,HH,Henry Hub Fin Future,Jan23,3.450,,,,,,,,Natural Gas,
12:28:09,,Feb23,Future,,Block,25,HH,Henry Hub Fin Future,Feb23,3.450,,,,,,,,Natural Gas,
12:28:09,,Mar23,Future,,Block,25,HH,Henry Hub Fin Future,Mar23,3.450,,,,,,,,Natural Gas,
12:28:09,,Apr23,Future,,Block,25,HH,Henry Hub Fin Future,Apr23,3.450,,,,,,,,Natural Gas,
12:28:09,,May23,Future,,Block,25,HH,Henry Hub Fin Future,May23,3.450,,,,,,,,Natural Gas,
12:28:09,,Jun23,Future,,Block,25,HH,Henry Hub Fin Future,Jun23,3.450,,,,,,,,Natural Gas,
12:28:09,,Jul23,Future,,Block,25,HH,Henry Hub Fin Future,Jul23,3.450,,,,,,,,Natural Gas,
12:28:09,,Aug23,Future,,Block,25,HH,Henry Hub Fin Future,Aug23,3.450,,,,,,,,Natural Gas,
12:28:09,,Sep23,Future,,Block,25,HH,Henry Hub Fin Future,Sep23,3.450,,,,,,,,Natural Gas,
12:28:09,,Oct23,Future,,Block,25,HH,Henry Hub Fin Future,Oct23,3.450,,,,,,,,Natural Gas,
12:28:09,,Nov23,Future,,Block,25,HH,Henry Hub Fin Future,Nov23,3.450,,,,,,,,Natural Gas,
12:28:09,,Dec23,Future,,Block,25,HH,Henry Hub Fin Future,Dec23,3.450,,,,,,,,Natural Gas,
12:24:29,6.500,Nov21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Nov21 6.500 Call,0.2900,,,,,,,,Natural Gas,
12:24:29,7.000,Nov21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Nov21 7.000 Call,0.2050,,,,,,,,Natural Gas,
12:24:29,,Nov21,Future,,Block,8,HP,Henry Hub Look-Alike Fin Future,Nov21,5.6800,,,,,,,,Natural Gas,
12:24:29,6.500,Nov21,Option,Call,Block,200,LN,Henry Hub Eu Fin Option,Nov21 6.500 Call,0.2900,,,,,,,,Natural Gas,
12:24:29,7.000,Nov21,Option,Call,Block,200,LN,Henry Hub Eu Fin Option,Nov21 7.000 Call,0.2050,,,,,,,,Natural Gas,
12:24:29,,Nov21,Future,,Block,16,HP,Henry Hub Look-Alike Fin Future,Nov21,5.6800,,,,,,,,Natural Gas,
12:21:31,5.000,Nov21,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Nov21 5.000 Put,0.2000,,,,,,,,Natural Gas,
12:21:31,5.000,Dec21,Option,Put,Block,50,LN,Henry Hub Eu Fin Option,Dec21 5.000 Put,0.5000,,,,,,,,Natural Gas,
12:21:31,,Nov21,Future,,Block,30,HP,Henry Hub Look-Alike Fin Future,Nov21,5.6800,,,,,,,,Natural Gas,
12:21:31,,Dec21,Future,,Block,20,HP,Henry Hub Look-Alike Fin Future,Dec21,5.8200,,,,,,,,Natural Gas,
12:09:45,-0.100,Nov21,Option,Call,Block,100,G4,Henry Hub Nat Gas Fin 1 Mo CSO,Nov21 -0.100 Call,0.029,,,,,,,,Natural Gas,
12:09:45,-0.100,Nov21,Option,Call,Block,100,G4,Henry Hub Nat Gas Fin 1 Mo CSO,Nov21 -0.100 Call,0.029,,,,,,,,Natural Gas,
12:03:58,-0.100,Nov21,Option,Call,Block,200,G4,Henry Hub Nat Gas Fin 1 Mo CSO,Nov21 -0.100 Call,0.030,,,,,,,,Natural Gas,
12:03:58,-0.100,Nov21,Option,Call,Block,200,G4,Henry Hub Nat Gas Fin 1 Mo CSO,Nov21 -0.100 Call,0.030,,,,,,,,Natural Gas,
12:06:44,4.250,Jan24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Jan24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,Feb24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Feb24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,Mar24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Mar24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,Apr24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Apr24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,May24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,May24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,Jun24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Jun24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,Jul24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Jul24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,Aug24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Aug24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,Sep24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Sep24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,Oct24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Oct24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,Nov24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Nov24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,4.250,Dec24,Option,Call,Block,7,LN,Henry Hub Eu Fin Option,Dec24 4.250 Call,0.2800,,,,,,,,Natural Gas,
12:06:44,,Jan24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Jan24,3.2000,,,,,,,,Natural Gas,
12:06:44,,Feb24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Feb24,3.2000,,,,,,,,Natural Gas,
12:06:44,,Mar24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Mar24,3.2000,,,,,,,,Natural Gas,
12:06:44,,Apr24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Apr24,3.2000,,,,,,,,Natural Gas,
12:06:44,,May24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,May24,3.2000,,,,,,,,Natural Gas,
12:06:44,,Jun24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Jun24,3.2000,,,,,,,,Natural Gas,
12:06:44,,Jul24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Jul24,3.2000,,,,,,,,Natural Gas,
12:06:44,,Aug24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Aug24,3.2000,,,,,,,,Natural Gas,
12:06:44,,Sep24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Sep24,3.2000,,,,,,,,Natural Gas,
12:06:44,,Oct24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Oct24,3.2000,,,,,,,,Natural Gas,
12:06:44,,Nov24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Nov24,3.2000,,,,,,,,Natural Gas,
12:06:44,,Dec24,Future,,Block,2,HP,Henry Hub Look-Alike Fin Future,Dec24,3.2000,,,,,,,,Natural Gas,
12:05:51,11.000,Dec21,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2350,,,,,,,,Natural Gas,
12:05:51,11.000,Dec21,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2350,,,,,,,,Natural Gas,
11:59:18,10.000,Jan22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jan22 10.000 Call,0.5950,,,,,,,,Natural Gas,
11:59:18,15.000,Jan22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jan22 15.000 Call,0.2750,,,,,,,,Natural Gas,
11:59:18,,Jan22,Future,,Block,9,HP,Henry Hub Look-Alike Fin Future,Jan22,5.9300,,,,,,,,Natural Gas,
12:00:55,,Jan22,Future,,Block,100,HH,Henry Hub Fin Future,Jan22,5.900,,,,,,,,Natural Gas,
12:00:55,,Feb22,Future,,Block,100,HH,Henry Hub Fin Future,Feb22,5.790,,,,,,,,Natural Gas,
11:58:00,10.000,Apr22,Option,Call,Block,400,LN,Henry Hub Eu Fin Option,Apr22 10.000 Call,0.0600,,,,,,,,Natural Gas,
11:57:32,11.000,Dec21,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2350,,,,,,,,Natural Gas,
11:57:32,11.000,Dec21,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2350,,,,,,,,Natural Gas,
11:52:29,9.000,Nov21,Option,Call,Block,200,LN,Henry Hub Eu Fin Option,Nov21 9.000 Call,0.0790,,,,,,,,Natural Gas,
11:52:29,12.000,Nov21,Option,Call,Block,200,LN,Henry Hub Eu Fin Option,Nov21 12.000 Call,0.0290,,,,,,,,Natural Gas,
11:52:29,,Nov21,Future,,Block,12,NG,Henry Hub Future,Nov21,5.730,,,,,,,,Natural Gas,
11:54:14,4.000,Jan23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Jan23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,Feb23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Feb23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,Mar23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Mar23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,Apr23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Apr23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,May23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,May23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,Jun23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Jun23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,Jul23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Jul23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,Aug23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Aug23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,Sep23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Sep23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,Oct23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Oct23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,Nov23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Nov23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,4.000,Dec23,Option,Call,Block,10,LN,Henry Hub Eu Fin Option,Dec23 4.000 Call,0.4200,,,,,,,,Natural Gas,
11:54:14,,Jan23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Jan23,3.5200,,,,,,,,Natural Gas,
11:54:14,,Feb23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Feb23,3.5200,,,,,,,,Natural Gas,
11:54:14,,Mar23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Mar23,3.5200,,,,,,,,Natural Gas,
11:54:14,,Apr23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Apr23,3.5200,,,,,,,,Natural Gas,
11:54:14,,May23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,May23,3.5200,,,,,,,,Natural Gas,
11:54:14,,Jun23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Jun23,3.5200,,,,,,,,Natural Gas,
11:54:14,,Jul23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Jul23,3.5200,,,,,,,,Natural Gas,
11:54:14,,Aug23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Aug23,3.5200,,,,,,,,Natural Gas,
11:54:14,,Sep23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Sep23,3.5200,,,,,,,,Natural Gas,
11:54:14,,Oct23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Oct23,3.5200,,,,,,,,Natural Gas,
11:54:14,,Nov23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Nov23,3.5200,,,,,,,,Natural Gas,
11:54:14,,Dec23,Future,,Block,4,HP,Henry Hub Look-Alike Fin Future,Dec23,3.5200,,,,,,,,Natural Gas,
11:53:47,5.750,Jan22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jan22 5.750 Call,1.3950,,,,,,,,Natural Gas,
11:53:47,5.750,Feb22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Feb22 5.750 Call,1.3950,,,,,,,,Natural Gas,
11:53:47,5.750,Mar22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Mar22 5.750 Call,1.3950,,,,,,,,Natural Gas,
11:53:47,,Jan22,Future,,Block,36,HP,Henry Hub Look-Alike Fin Future,Jan22,5.7400,,,,,,,,Natural Gas,
11:53:47,,Feb22,Future,,Block,36,HP,Henry Hub Look-Alike Fin Future,Feb22,5.7400,,,,,,,,Natural Gas,
11:53:47,,Mar22,Future,,Block,36,HP,Henry Hub Look-Alike Fin Future,Mar22,5.7400,,,,,,,,Natural Gas,
11:54:36,11.000,Dec21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2350,,,,,,,,Natural Gas,
11:53:47,5.750,Jan22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jan22 5.750 Call,1.3950,,,,,,,,Natural Gas,
11:53:47,5.750,Feb22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Feb22 5.750 Call,1.3950,,,,,,,,Natural Gas,
11:53:47,5.750,Mar22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Mar22 5.750 Call,1.3950,,,,,,,,Natural Gas,
11:53:47,,Jan22,Future,,Block,36,HP,Henry Hub Look-Alike Fin Future,Jan22,5.7400,,,,,,,,Natural Gas,
11:53:47,,Feb22,Future,,Block,36,HP,Henry Hub Look-Alike Fin Future,Feb22,5.7400,,,,,,,,Natural Gas,
11:53:47,,Mar22,Future,,Block,36,HP,Henry Hub Look-Alike Fin Future,Mar22,5.7400,,,,,,,,Natural Gas,
11:37:46,3.500,Mar22,Option,Put,Block,500,LN,Henry Hub Eu Fin Option,Mar22 3.500 Put,0.1975,,,,,,,,Natural Gas,
11:37:46,4.000,Mar22,Option,Put,Block,500,LN,Henry Hub Eu Fin Option,Mar22 4.000 Put,0.4300,,,,,,,,Natural Gas,
11:37:46,6.500,Mar22,Option,Call,Block,500,LN,Henry Hub Eu Fin Option,Mar22 6.500 Call,1.2500,,,,,,,,Natural Gas,
11:37:46,7.000,Mar22,Option,Call,Block,500,LN,Henry Hub Eu Fin Option,Mar22 7.000 Call,1.1600,,,,,,,,Natural Gas,
11:37:29,4.500,Dec21,Option,Put,Block,100,LN,Henry Hub Eu Fin Option,Dec21 4.500 Put,0.2525,,,,,,,,Natural Gas,
11:37:29,,Dec21,Future,,Block,18,HP,Henry Hub Look-Alike Fin Future,Dec21,5.8800,,,,,,,,Natural Gas,
11:35:09,11.000,Dec21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2350,,,,,,,,Natural Gas,
11:35:09,11.000,Dec21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2350,,,,,,,,Natural Gas,
10:50:00,,Jul22,Future,,Block,168,NN,Henry Hub LD Financial Future,Jul22,4.022,,,,,,,,Natural Gas,
10:50:00,,Aug22,Future,,Block,168,NN,Henry Hub LD Financial Future,Aug22,4.022,,,,,,,,Natural Gas,
10:50:00,,Sep22,Future,,Block,168,NN,Henry Hub LD Financial Future,Sep22,4.022,,,,,,,,Natural Gas,
10:50:00,,Oct22,Future,,Block,168,NN,Henry Hub LD Financial Future,Oct22,4.022,,,,,,,,Natural Gas,
10:50:00,,Nov22,Future,,Block,168,NN,Henry Hub LD Financial Future,Nov22,4.022,,,,,,,,Natural Gas,
10:50:00,,Dec22,Future,,Block,168,NN,Henry Hub LD Financial Future,Dec22,4.022,,,,,,,,Natural Gas,
11:21:35,,Jul22,Future,,Block,75,HH,Henry Hub Fin Future,Jul22,3.930,,,,,,,,Natural Gas,
11:21:35,,Aug22,Future,,Block,75,HH,Henry Hub Fin Future,Aug22,3.930,,,,,,,,Natural Gas,
11:21:35,,Sep22,Future,,Block,75,HH,Henry Hub Fin Future,Sep22,3.930,,,,,,,,Natural Gas,
11:21:35,,Oct22,Future,,Block,75,HH,Henry Hub Fin Future,Oct22,3.930,,,,,,,,Natural Gas,
11:25:05,,Apr22,Future,,Block,70,NG,Henry Hub Future,Apr22,3.924,,,,,,,,Natural Gas,
11:25:05,,May22,Future,,Block,70,NG,Henry Hub Future,May22,3.924,,,,,,,,Natural Gas,
11:25:05,,Jun22,Future,,Block,70,NG,Henry Hub Future,Jun22,3.924,,,,,,,,Natural Gas,
11:25:05,,Jul22,Future,,Block,70,NG,Henry Hub Future,Jul22,3.924,,,,,,,,Natural Gas,
11:25:05,,Aug22,Future,,Block,70,NG,Henry Hub Future,Aug22,3.924,,,,,,,,Natural Gas,
11:25:05,,Sep22,Future,,Block,70,NG,Henry Hub Future,Sep22,3.924,,,,,,,,Natural Gas,
11:25:05,,Oct22,Future,,Block,70,NG,Henry Hub Future,Oct22,3.924,,,,,,,,Natural Gas,
11:15:04,11.000,Dec21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2400,,,,,,,,Natural Gas,
11:13:30,11.000,Dec21,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2425,,,,,,,,Natural Gas,
11:13:30,11.000,Dec21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2425,,,,,,,,Natural Gas,
11:12:22,11.000,Dec21,Option,Call,Block,100,LN,Henry Hub Eu Fin Option,Dec21 11.000 Call,0.2550,,,,,,,,Natural Gas,
11:08:41,9.000,Jan22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Jan22 9.000 Call,0.8950,,,,,,,,Natural Gas,
11:08:41,9.000,Feb22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Feb22 9.000 Call,0.8950,,,,,,,,Natural Gas,
11:08:41,9.000,Mar22,Option,Call,Block,50,LN,Henry Hub Eu Fin Option,Mar22 9.000 Call,0.8950,,,,,,,,Natural Gas,
11:08:41,,Jan22,Future,,Block,19,HP,Henry Hub Look-Alike Fin Future,Jan22,5.8900,,,,,,,,Natural Gas,
11:08:41,,Feb22,Future,,Block,19,HP,Henry Hub Look-Alike Fin Future,Feb22,5.8900,,,,,,,,Natural Gas,
11:08:41,,Mar22,Future,,Block,19,HP,Henry Hub Look-Alike Fin Future,Mar22,5.8900,,,,,,,,Natural Gas,
11:10:50,,Nov21,Future,,Block,45,HH,Henry Hub Fin Future,Nov21,5.800,,,,,,,,Natural Gas,
11:10:50,,Dec21,Future,,Block,45,HH,Henry Hub Fin Future,Dec21,5.800,,,,,,,,Natural Gas,
10:58:00,4.750,Nov21,Option,Put,Block,475,LN,Henry Hub Eu Fin Option,Nov21 4.750 Put,0.0780,,,,,,,,Natural Gas,
10:58:00,6.750,Nov21,Option,Call,Block,475,LN,Henry Hub Eu Fin Option,Nov21 6.750 Call,0.3000,,,,,,,,Natural Gas,
